"자치구별(1)",자치구별(2),2019,2019,2019,2019,2019,2019,2019,2019,2019
"자치구별(1)",자치구별(2),초등학교,초등학교,초등학교,중학교,중학교,중학교,고등학교,고등학교,고등학교
"자치구별(1)",자치구별(2),학생수 (명),학업중단자수 (명),학업중단율 (%),학생수 (명),학업중단자수 (명),학업중단율 (%),학생수 (명),학업중단자수 (명),학업중단율 (%)
"합계",소계,422293,5154,1.22,207413,2414,1.16,236689,4318,1.82
"합계",종로구,5463,88,1.61,2854,41,1.44,9046,190,2.10
"합계",중구,5181,108,2.08,1876,19,1.01,7058,136,1.93
"합계",용산구,7273,175,2.41,3583,81,2.26,5996,139,2.32
"합계",성동구,11789,204,1.73,5010,53,1.06,5246,117,2.23
"합계",광진구,14977,190,1.27,7347,73,0.99,7641,119,1.56
"합계",동대문구,13684,122,0.89,6476,52,0.80,7349,145,1.97
"합계",중랑구,15176,58,0.38,6857,36,0.53,6563,87,1.33
"합계",성북구,21051,205,0.97,9601,101,1.05,8732,108,1.24
"합계",강북구,10392,59,0.57,6200,49,0.79,5542,76,1.37
"합계",도봉구,15561,68,0.44,6753,44,0.65,6954,123,1.77
"합계",노원구,26994,195,0.72,15617,131,0.84,21313,369,1.73
"합계",은평구,21613,136,0.63,10352,72,0.70,13212,247,1.87
"합계",서대문구,12993,190,1.46,6140,49,0.80,5429,100,1.84
"합계",마포구,15272,207,1.36,7392,89,1.20,6161,99,1.61
"합계",양천구,24414,290,1.19,15723,157,1.00,13025,213,1.64
"합계",강서구,27134,172,0.63,10695,111,1.04,16016,309,1.93
"합계",구로구,18674,113,0.61,7892,58,0.73,9634,206,2.14
"합계",금천구,8880,34,0.38,4121,24,0.58,4292,71,1.65
"합계",영등포구,13891,171,1.23,5956,69,1.16,6145,99,1.61
"합계",동작구,16257,174,1.07,7754,65,0.84,6165,92,1.49
"합계",관악구,15246,105,0.69,7277,63,0.87,9676,195,2.02
"합계",서초구,23064,680,2.95,11244,307,2.73,10363,214,2.07
"합계",강남구,25484,769,3.02,14916,392,2.63,18514,405,2.19
"합계",송파구,32208,480,1.49,16430,207,1.26,15361,263,1.71
"합계",강동구,19622,161,0.82,9347,71,0.76,11256,196,1.74
